date_time,duration,source_ip,destination_ip,source_port,destination_port,protocol,flag,forwarding_status,tos,packets,bytes,label
28/07/2016 0:51,0.0,42.219.156.30,42.219.150.247,179,62045,TCP,.A.R..,0,0,1,40,scan44
28/07/2016 4:27,3.284,42.219.154.101,178.132.101.253,80,36448,TCP,.AP.SF,0,0,83,62691,background
28/07/2016 4:39,0.336,121.106.2.63,42.219.156.212,25,54029,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 0:26,0.004,42.219.150.243,42.219.152.20,19280,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 0:01,0.0,42.219.158.16,42.219.150.246,80,8307,TCP,.A..S.,0,0,1,40,dos
28/07/2016 8:56,0.188,42.219.155.56,214.43.66.233,80,1132,TCP,.AP.SF,0,0,9,8605,background
28/07/2016 2:04,3.036,42.219.159.90,39.154.198.128,57295,445,TCP,....S.,0,0,2,96,background
28/07/2016 6:16,0.08,42.219.156.243,209.135.60.94,17011,51724,TCP,.AP.SF,0,0,4,195,background
28/07/2016 4:49,0.0,233.35.31.203,42.219.159.90,445,15275,TCP,.A.R..,0,72,1,40,background
27/07/2016 16:59,0.0,42.219.152.249,133.7.21.9,53,24049,UDP,.A....,0,0,1,93,background
28/07/2016 6:58,0.0,42.219.158.161,143.72.8.137,48978,53,UDP,.A....,0,0,1,71,background
27/07/2016 15:04,0.0,143.72.8.137,42.219.158.188,53,53941,UDP,.A....,0,0,1,86,blacklist
27/07/2016 17:48,0.0,42.219.158.188,143.72.8.137,51928,53,UDP,.A....,0,0,1,67,blacklist
27/07/2016 21:23,0.0,208.66.83.222,42.219.159.82,58949,8000,TCP,.AP...,0,0,1,84,background
27/07/2016 16:51,0.0,42.219.153.62,51.156.223.253,53,9182,UDP,.A....,0,0,1,166,background
28/07/2016 0:10,2.956,42.219.159.95,115.249.136.59,2681,445,TCP,....S.,0,0,2,96,background
27/07/2016 14:43,0.0,61.0.246.194,42.219.158.178,53,34099,UDP,.A....,0,72,1,354,background
27/07/2016 20:46,0.44,193.27.83.68,42.219.156.213,25,46833,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 2:05,1.064,100.4.215.115,42.219.158.188,33452,80,TCP,.AP.SF,0,40,16,1062,blacklist
28/07/2016 1:39,8.604,219.101.153.221,42.219.159.85,57480,26758,TCP,....S.,0,72,3,152,background
28/07/2016 0:01,0.0,42.219.158.16,42.219.150.246,80,8682,TCP,.A..S.,0,0,1,40,dos
28/07/2016 0:10,0.004,42.219.150.247,42.219.158.16,7002,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 16:03,7.116,42.219.156.211,213.245.231.21,80,37802,TCP,.AP.SF,0,0,9,1482,background
28/07/2016 2:35,0.0,143.72.8.137,42.219.158.188,53,52026,UDP,.A....,0,0,1,135,blacklist
27/07/2016 17:17,46.408,165.13.251.172,42.219.158.188,3748,80,TCP,.AP.S.,0,0,16,1942,blacklist
28/07/2016 0:51,0.0,42.219.150.242,42.219.154.69,34940,1085,TCP,....S.,0,0,1,44,scan44
28/07/2016 0:28,0.0,42.219.150.241,42.219.154.69,14003,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 18:36,5.072,168.38.13.54,42.219.158.156,52736,443,TCP,.AP.SF,0,0,10,1864,background
27/07/2016 19:04,0.0,60.242.232.67,42.219.155.102,20006,80,TCP,.A...F,0,40,1,52,background
28/07/2016 4:55,0.928,42.219.156.211,223.85.93.148,80,49245,TCP,.AP.SF,0,0,5,966,background
28/07/2016 2:54,0.52,54.143.48.199,42.219.156.212,25,60810,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 9:01,0.0,42.219.153.62,204.97.138.52,53,59678,UDP,.A....,0,0,1,147,background
28/07/2016 0:08,0.0,218.11.174.226,42.219.150.37,45541,53413,UDP,.A....,0,40,1,151,background
28/07/2016 0:50,0.0,42.219.150.242,42.219.154.69,63431,8994,TCP,....S.,0,0,1,44,scan44
28/07/2016 0:44,0.032,42.219.155.26,43.164.49.177,56151,80,TCP,.AP.S.,0,0,4,884,background
28/07/2016 0:52,0.0,42.219.150.242,42.219.154.69,63794,7496,TCP,....S.,0,0,1,44,scan44
28/07/2016 0:21,0.0,42.219.150.246,42.219.158.16,9070,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 1:03,9.013,42.219.152.21,97.64.187.45,3887,25,TCP,....S.,0,0,6,288,nerisbotnet
28/07/2016 4:39,0.336,121.106.2.63,42.219.156.215,25,41426,TCP,.AP.SF,0,0,5,958,anomaly-spam
27/07/2016 20:25,4.632,60.242.232.65,42.219.153.158,2126,80,TCP,.AP..F,0,40,4,480,background
28/07/2016 1:54,2.964,42.219.159.95,103.188.249.126,7550,445,TCP,....S.,0,0,2,96,background
28/07/2016 1:57,0.748,42.219.156.212,193.27.1.135,57262,25,TCP,.APRS.,0,0,6,417,anomaly-spam
27/07/2016 17:16,0.0,78.252.202.251,42.219.158.188,31919,53,UDP,.A....,0,8,1,75,blacklist
28/07/2016 1:16,9.013,42.219.154.66,202.172.247.36,4397,25,TCP,....S.,0,0,6,288,nerisbotnet
28/07/2016 9:33,0.0,143.72.8.137,42.219.154.108,53,53708,UDP,.A....,0,0,1,108,background
28/07/2016 0:10,0.0,42.219.158.16,42.219.150.246,80,6815,TCP,.A..S.,0,0,1,40,dos
27/07/2016 14:21,0.0,41.23.5.179,42.219.158.188,38258,53,UDP,.A....,0,72,1,66,blacklist
28/07/2016 9:30,0.052,42.39.199.207,42.219.155.56,6416,80,TCP,.AP.SF,0,0,5,1005,background
28/07/2016 0:21,0.0,42.219.150.246,42.219.158.16,10856,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 21:33,6.016,42.219.159.106,216.51.251.112,80,49401,TCP,.AP.SF,0,0,4,649,background
28/07/2016 5:53,0.72,42.219.156.215,193.27.1.120,45249,25,TCP,.APRS.,0,0,6,439,anomaly-spam
27/07/2016 19:29,0.0,42.219.159.95,102.250.231.175,60840,443,TCP,.A....,0,0,1,41,background
27/07/2016 19:49,3.064,131.140.204.196,42.219.158.186,9076,80,TCP,.AP.SF,0,0,5,849,background
28/07/2016 7:52,0.0,143.72.8.137,42.219.158.188,53,44949,UDP,.A....,0,0,1,113,blacklist
27/07/2016 20:29,15.252,42.219.158.156,71.174.31.90,443,58467,TCP,.AP.SF,0,0,24,18585,background
27/07/2016 22:37,0.584,42.219.156.213,193.27.83.86,41463,25,TCP,.APRS.,0,0,6,435,anomaly-spam
28/07/2016 1:06,0.0,42.219.158.188,143.72.8.137,48675,53,UDP,.A....,0,0,1,74,blacklist
28/07/2016 1:15,8.888,164.224.199.164,42.219.152.21,3433,25,TCP,....S.,0,72,3,144,nerisbotnet
27/07/2016 17:42,0.0,42.219.159.82,202.28.176.40,2502,49155,UDP,.A....,0,0,1,70,background
28/07/2016 0:52,0.0,42.219.150.243,42.219.152.20,64794,593,TCP,....S.,0,0,1,44,scan44
28/07/2016 3:39,0.696,42.219.156.215,193.26.243.145,35925,25,TCP,.APRS.,0,0,6,434,anomaly-spam
28/07/2016 8:01,9.0,42.219.153.219,57.100.19.121,49000,25,TCP,....S.,0,0,3,180,blacklist
27/07/2016 16:14,0.172,69.145.91.11,42.219.156.211,57568,80,TCP,.AP.SF,0,40,6,703,background
27/07/2016 15:02,5.74,43.164.45.78,42.219.159.85,443,26933,TCP,.AP.SF,0,0,23,3503,background
28/07/2016 6:50,0.0,143.72.8.137,42.219.158.188,53,51185,UDP,.A....,0,0,1,135,blacklist
27/07/2016 18:36,5.072,168.38.13.54,42.219.158.156,52736,443,TCP,.AP.SF,0,0,10,1864,background
28/07/2016 1:40,0.716,42.219.156.213,193.27.1.135,53992,25,TCP,.APRS.,0,0,6,439,anomaly-spam
28/07/2016 2:45,0.0,143.72.8.137,42.219.158.188,53,36994,UDP,.A....,0,0,1,108,blacklist
27/07/2016 14:06,0.0,106.152.20.84,42.219.153.89,40021,3340,UDP,.A....,0,0,1,944,background
28/07/2016 5:30,0.716,42.219.156.213,54.143.48.199,36315,25,TCP,.APRS.,0,0,6,436,anomaly-spam
28/07/2016 0:21,0.0,42.219.150.247,42.219.158.16,11868,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 20:52,0.884,42.219.153.154,85.236.82.121,52072,443,TCP,.APRSF,0,0,11,1378,background
28/07/2016 6:16,0.004,42.219.155.26,70.251.167.58,443,16602,TCP,.A...F,0,0,3,156,background
28/07/2016 5:34,18.028,219.211.39.84,42.219.156.211,59799,443,TCP,.APRSF,0,0,12,1213,background
27/07/2016 18:49,0.032,42.219.155.26,43.164.49.177,48888,80,TCP,.AP.S.,0,0,4,872,background
28/07/2016 1:17,2.352,42.219.159.92,37.146.24.250,34313,80,TCP,.AP.SF,0,0,7,534,blacklist
27/07/2016 21:53,0.52,193.26.243.145,42.219.156.213,25,58752,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 4:19,0.0,216.58.97.118,42.219.152.249,59048,53,UDP,.A....,0,0,1,80,background
28/07/2016 0:50,0.0,42.219.156.30,42.219.150.247,56737,62778,TCP,.A.R..,0,0,1,40,scan44
28/07/2016 0:22,0.0,42.219.158.16,42.219.150.247,80,16686,TCP,.A..S.,0,0,1,40,dos
27/07/2016 23:44,0.0,42.219.155.123,143.72.8.137,59238,53,UDP,.A....,0,0,1,77,background
28/07/2016 0:50,0.0,42.219.150.246,42.219.158.16,38308,5221,TCP,....S.,0,0,1,44,scan44
27/07/2016 23:08,0.444,193.27.83.86,42.219.156.215,25,43245,TCP,.AP.SF,0,0,5,958,anomaly-spam
27/07/2016 23:09,0.696,42.219.156.212,193.26.243.182,35438,25,TCP,.APRS.,0,0,6,441,anomaly-spam
27/07/2016 17:19,1.472,60.242.232.70,42.219.158.160,35728,80,TCP,.AP...,0,40,20,1278,background
27/07/2016 22:07,1.608,50.119.172.229,42.219.155.28,37711,443,TCP,.APRSF,0,0,14,2761,background
28/07/2016 7:41,1.94,42.219.155.28,74.158.30.147,443,31215,TCP,.APRSF,0,0,10,3344,background
27/07/2016 19:55,0.72,42.219.156.215,193.27.1.120,57047,25,TCP,.APRS.,0,0,6,437,anomaly-spam
27/07/2016 16:51,0.024,42.219.155.26,43.164.44.49,46821,80,TCP,.A...F,0,0,2,104,background
28/07/2016 0:55,0.02,42.219.155.107,36.50.44.138,22,36033,TCP,.AP.SF,0,0,4,237,background
27/07/2016 15:12,4.256,42.219.156.211,214.237.110.102,80,38202,TCP,.AP.SF,0,0,4,902,background
28/07/2016 0:39,0.52,54.143.48.199,42.219.156.212,25,45785,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 7:04,0.0,143.72.8.137,42.219.154.116,53,51166,UDP,.A....,0,0,1,124,background
28/07/2016 5:22,0.692,42.219.156.212,193.26.243.182,42380,25,TCP,.APRS.,0,0,6,432,anomaly-spam
27/07/2016 20:53,0.0,208.91.64.165,42.219.153.62,59376,53,UDP,.A....,0,0,1,71,background
28/07/2016 8:49,0.0,221.167.85.130,42.219.159.93,80,49862,TCP,.A...F,0,0,1,40,background
28/07/2016 0:20,0.0,42.219.158.16,42.219.150.247,80,6384,TCP,.A..S.,0,0,1,40,dos
27/07/2016 19:48,0.0,143.72.8.137,42.219.154.116,53,42614,UDP,.A....,0,0,1,98,background
28/07/2016 0:29,0.004,42.219.150.241,42.219.154.69,19046,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 21:19,15.036,60.242.232.72,42.219.158.190,32059,80,TCP,.AP.SF,0,40,6,710,background
28/07/2016 9:03,0.0,219.108.3.218,42.219.158.177,49414,143,TCP,.A....,0,72,1,40,background
27/07/2016 18:37,14.22,210.63.68.52,42.219.159.85,80,26829,TCP,.APRS.,0,0,5,646,background
27/07/2016 14:54,0.0,178.79.245.208,42.219.154.147,51330,53,UDP,.A....,0,4,1,67,background
28/07/2016 5:00,0.72,42.219.156.213,193.27.1.135,43080,25,TCP,.APRS.,0,0,6,442,anomaly-spam
28/07/2016 7:58,0.0,248.7.23.25,42.219.159.106,443,29249,TCP,.A.R..,0,72,1,40,blacklist
28/07/2016 0:18,0.696,42.219.156.213,54.143.48.199,58191,25,TCP,.APRS.,0,0,6,440,anomaly-spam
28/07/2016 1:33,0.0,42.219.159.88,143.72.8.137,51495,53,UDP,.A....,0,0,1,66,background
27/07/2016 20:24,0.0,42.219.154.166,213.44.249.86,53,29299,UDP,.A....,0,0,1,162,background
28/07/2016 5:20,0.696,42.219.156.212,193.26.243.182,49716,25,TCP,.APRS.,0,0,6,438,anomaly-spam
27/07/2016 18:38,0.0,243.88.64.69,42.219.152.126,56052,53,UDP,.A....,0,72,1,78,background
27/07/2016 15:48,5.1,101.69.199.9,42.219.156.231,28486,80,TCP,.A..SF,0,40,4,216,background
27/07/2016 22:59,0.0,42.219.158.188,51.135.183.92,53,55614,UDP,.A....,0,0,1,156,blacklist
27/07/2016 22:43,8.956,216.58.17.213,42.219.156.211,36587,443,TCP,.APRS.,0,0,14,1875,background
28/07/2016 3:29,0.0,42.219.158.188,51.135.183.86,53,46888,UDP,.A....,0,0,1,138,blacklist
28/07/2016 0:27,0.0,42.219.154.69,42.219.150.241,80,5289,TCP,.A..S.,0,0,1,40,dos
27/07/2016 21:59,0.0,214.40.192.77,42.219.155.100,45815,53,UDP,.A....,0,0,1,76,background
27/07/2016 23:29,0.448,42.219.156.213,121.106.2.63,59702,25,TCP,.APRS.,0,0,6,442,anomaly-spam
27/07/2016 21:07,0.576,193.27.6.165,42.219.156.213,25,52348,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 0:52,0.0,42.219.150.243,42.219.152.20,43098,15003,TCP,....S.,0,0,1,44,scan44
28/07/2016 0:51,0.0,42.219.156.30,42.219.150.247,4444,53272,TCP,.A.R..,0,0,1,40,scan44
27/07/2016 14:52,1.056,219.99.219.97,42.219.156.211,50399,443,TCP,.AP.SF,0,72,8,1007,background
27/07/2016 21:06,0.0,42.219.158.188,185.10.78.129,53,25688,UDP,.A....,0,0,1,155,blacklist
28/07/2016 0:51,0.0,42.219.156.30,42.219.150.247,4129,54540,TCP,.A.R..,0,0,1,40,scan44
27/07/2016 20:17,0.696,42.219.156.212,54.143.48.135,41231,25,TCP,.APRS.,0,0,6,440,anomaly-spam
27/07/2016 16:21,0.0,176.42.238.201,42.219.153.110,53083,53,UDP,.A....,0,0,1,71,background
27/07/2016 17:30,0.0,42.219.158.161,143.72.8.137,57916,53,UDP,.A....,0,0,1,78,background
28/07/2016 5:18,0.064,209.135.60.94,42.219.156.243,47470,50005,TCP,.AP.SF,0,0,6,272,background
28/07/2016 1:52,0.0,42.219.158.16,143.72.8.137,36285,53,UDP,.A....,0,0,1,70,nerisbotnet
28/07/2016 0:52,0.0,42.219.150.246,42.219.158.16,62517,1863,TCP,....S.,0,0,1,44,scan44
27/07/2016 20:57,15.176,42.219.153.27,50.78.76.178,50578,18418,UDP,.A....,0,0,4,392,background
28/07/2016 7:01,0.032,211.54.81.168,42.219.157.213,43923,1723,TCP,.AP...,0,0,2,120,background
27/07/2016 18:35,0.0,42.219.159.90,235.218.105.48,54455,445,TCP,.A....,0,0,1,41,background
28/07/2016 0:27,0.0,42.219.150.241,42.219.154.69,5907,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 2:19,0.308,42.219.156.211,165.164.152.123,80,50035,TCP,.AP.SF,0,0,4,934,background
28/07/2016 7:11,0.828,42.219.156.211,211.55.107.168,443,57192,TCP,.AP.SF,0,0,12,6508,background
27/07/2016 23:34,0.0,59.150.1.8,42.219.157.16,54961,53,UDP,.A....,0,72,1,78,background
28/07/2016 0:50,0.0,42.219.150.247,42.219.156.30,55079,32780,TCP,....S.,0,0,1,44,scan44
27/07/2016 17:13,0.724,42.219.156.213,193.27.1.120,59612,25,TCP,.APRS.,0,0,6,435,anomaly-spam
27/07/2016 20:20,0.272,201.169.182.200,42.219.156.211,63281,80,TCP,.AP.SF,0,0,5,599,background
27/07/2016 14:19,2.868,42.219.159.90,215.138.210.214,16927,445,TCP,....S.,0,0,2,96,background
27/07/2016 20:50,0.0,204.97.46.105,42.219.153.7,42524,53,UDP,.A....,0,0,1,94,background
28/07/2016 0:40,0.0,42.219.150.246,42.219.154.69,61929,6007,TCP,....S.,0,0,1,44,scan11
27/07/2016 20:01,1.1,42.219.154.172,67.114.108.151,443,44988,TCP,.AP.S.,0,0,28,33355,background
28/07/2016 0:50,0.0,42.219.150.247,42.219.156.30,56011,1720,TCP,....S.,0,0,1,44,scan44
28/07/2016 8:20,0.0,42.219.158.188,143.72.8.137,45263,53,UDP,.A....,0,0,1,76,blacklist
28/07/2016 6:05,0.332,216.33.72.2,42.219.156.211,64412,443,TCP,.AP..F,0,0,8,1318,background
28/07/2016 1:58,0.0,42.219.154.103,143.72.8.137,34426,53,UDP,.A....,0,0,1,67,background
27/07/2016 18:55,0.0,227.208.31.65,42.219.159.194,37894,53,UDP,.A....,0,0,1,67,background
28/07/2016 4:29,0.696,42.219.156.215,193.26.243.174,51051,25,TCP,.APRS.,0,0,6,433,anomaly-spam
27/07/2016 16:29,4.996,42.219.158.180,208.65.161.41,80,52578,TCP,.AP.SF,0,0,6,854,background
27/07/2016 14:13,0.0,143.72.4.250,42.219.159.106,53,10022,UDP,.A....,0,0,1,110,background
28/07/2016 1:26,0.448,42.219.158.19,62.183.1.244,2079,53,UDP,......,0,0,2,108,nerisbotnet
28/07/2016 9:33,0.224,201.170.46.145,42.219.156.211,61519,80,TCP,.AP.SF,0,0,5,651,background
28/07/2016 5:15,3.092,42.219.159.90,40.230.208.208,44899,445,TCP,....S.,0,0,2,96,background
27/07/2016 23:00,0.208,108.66.255.255,42.219.156.215,25,50750,TCP,.AP.SF,0,72,3,234,anomaly-spam
28/07/2016 3:18,0.708,42.219.156.213,193.27.1.135,41988,25,TCP,.APRS.,0,0,6,434,anomaly-spam
27/07/2016 17:12,1.248,42.219.156.215,193.27.1.135,55798,25,TCP,.APRS.,0,0,10,643,anomaly-spam
28/07/2016 0:50,0.0,42.219.150.247,42.219.156.30,51094,49156,TCP,....S.,0,0,1,44,scan44
28/07/2016 0:02,0.0,42.219.158.16,42.219.150.246,80,15091,TCP,.A..S.,0,0,1,40,dos
27/07/2016 18:36,0.728,42.219.156.213,193.27.1.120,36246,25,TCP,.APRS.,0,0,6,441,anomaly-spam
28/07/2016 7:47,0.0,152.69.67.108,42.219.148.62,44221,23,TCP,....S.,0,0,1,52,background
27/07/2016 22:05,300.464,216.57.92.99,42.219.159.82,55203,8000,TCP,.AP...,0,0,31,2604,background
28/07/2016 6:04,0.164,211.63.89.103,42.219.155.103,20821,110,TCP,.AP.S.,0,2,5,281,background
28/07/2016 0:10,0.0,42.219.152.20,42.219.150.243,80,3119,TCP,.A..S.,0,0,1,40,dos
28/07/2016 7:36,0.68,42.219.153.147,175.177.229.58,80,25569,TCP,.AP...,0,2,72,103162,background
27/07/2016 19:17,5.62,42.219.158.156,74.217.140.86,443,34945,TCP,.AP.SF,0,0,6,389,background
27/07/2016 14:51,0.816,42.219.159.82,214.43.227.192,21,37678,TCP,.AP.SF,0,0,8,458,background
28/07/2016 2:07,0.44,193.27.83.68,42.219.156.212,25,38342,TCP,.AP.SF,0,0,5,958,anomaly-spam
28/07/2016 0:19,0.0,42.219.158.16,42.219.150.247,80,2198,TCP,.A.R..,0,0,1,40,dos
27/07/2016 18:47,0.532,54.143.48.135,42.219.156.212,25,45930,TCP,.AP.SF,0,0,5,961,anomaly-spam
27/07/2016 20:12,0.092,42.219.153.204,194.233.72.77,80,35065,TCP,.AP.S.,0,0,8,7545,background
28/07/2016 5:12,0.72,42.219.156.212,193.27.1.135,42842,25,TCP,.APRS.,0,0,6,437,anomaly-spam
28/07/2016 0:52,0.0,42.219.150.242,42.219.154.69,43751,65000,TCP,....S.,0,0,1,44,scan44
28/07/2016 2:40,4.72,42.219.156.211,169.109.188.41,443,63113,TCP,.AP.SF,0,0,13,7121,background
28/07/2016 9:29,4.328,216.51.149.116,42.219.156.211,46489,80,TCP,.AP.S.,0,0,5,672,background
27/07/2016 14:13,0.0,216.61.12.143,42.219.159.82,55742,8000,TCP,.AP...,0,0,1,84,background
28/07/2016 1:20,0.0,42.219.154.68,143.72.8.137,43350,53,UDP,.A....,0,0,1,70,nerisbotnet
27/07/2016 16:28,0.0,36.67.32.206,42.219.154.128,63169,34707,TCP,....S.,0,2,1,52,background
28/07/2016 7:30,3.02,42.219.159.90,195.28.73.39,55525,445,TCP,....S.,0,0,2,96,background
28/07/2016 0:19,0.0,42.219.158.16,42.219.150.247,80,2439,TCP,.A.R..,0,0,1,40,dos
28/07/2016 1:57,0.228,80.253.16.2,42.219.152.22,53,2077,UDP,......,0,0,1,162,nerisbotnet
27/07/2016 20:13,0.344,121.106.2.63,42.219.156.213,25,34697,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 1:44,2.244,42.219.156.228,194.179.144.35,3389,65341,TCP,.AP.S.,0,0,8,1821,background
27/07/2016 15:36,5.084,201.173.120.251,42.219.156.211,63566,443,TCP,.AP.S.,0,0,9,1117,background
27/07/2016 22:38,7.992,42.219.156.210,209.135.145.48,443,64069,TCP,.AP.SF,0,0,10,5281,background
28/07/2016 0:11,0.0,42.219.152.20,42.219.150.243,80,9211,TCP,.A..S.,0,0,1,40,dos
27/07/2016 20:37,0.0,143.72.8.137,42.219.159.92,53,56829,UDP,.A....,0,0,1,161,background
27/07/2016 15:55,1.552,42.219.155.28,70.211.228.227,443,40364,TCP,.APRSF,0,0,9,3292,background
27/07/2016 17:50,0.176,210.94.241.101,42.219.156.211,62150,80,TCP,.AP.SF,0,0,5,646,background
27/07/2016 18:09,0.0,143.72.8.137,42.219.158.161,53,53667,UDP,.A....,0,0,1,210,background
27/07/2016 22:22,5.204,165.252.29.3,42.219.159.181,80,10821,TCP,.AP...,0,72,2,236,background
27/07/2016 22:08,0.364,106.150.228.248,42.219.157.23,4795,80,TCP,.AP..F,0,0,4,444,background
28/07/2016 0:42,0.0,42.219.150.246,42.219.154.69,50293,82,TCP,....S.,0,0,1,44,scan11
28/07/2016 7:52,2.824,42.219.159.90,244.73.13.66,53639,445,TCP,....S.,0,0,2,96,background
28/07/2016 9:21,0.0,225.224.243.157,42.219.156.211,59934,443,TCP,.A.R.F,0,0,2,80,background
27/07/2016 19:01,0.0,143.72.8.137,42.219.158.188,53,32963,UDP,.A....,0,0,1,78,blacklist
28/07/2016 2:12,4.6,42.219.156.211,42.145.150.179,443,13054,TCP,.AP.SF,0,0,9,2539,background
28/07/2016 0:41,0.0,42.219.150.246,42.219.154.69,47198,4899,TCP,....S.,0,0,1,44,scan11
28/07/2016 0:50,0.0,42.219.156.30,42.219.150.247,8099,39039,TCP,.A.R..,0,0,1,40,scan44
27/07/2016 15:04,0.0,42.219.155.123,202.24.130.44,80,50270,TCP,.A..S.,0,0,1,52,background
27/07/2016 17:55,18.6,168.38.13.94,42.219.158.156,50760,443,TCP,.AP.SF,0,0,12,2536,background
28/07/2016 5:13,75.196,42.219.153.27,71.163.216.82,50578,1366,UDP,.A....,0,0,18,2340,background
27/07/2016 17:39,47.544,143.72.8.137,42.219.158.161,53,53529,UDP,.A....,0,0,2,290,background
28/07/2016 8:14,2.948,42.219.159.90,150.164.242.153,50263,445,TCP,....S.,0,0,2,96,background
27/07/2016 14:05,0.0,42.219.153.62,204.97.46.248,53,33810,UDP,.A....,0,0,1,179,background
27/07/2016 18:38,5.532,168.38.13.58,42.219.158.156,50663,443,TCP,.AP.SF,0,0,44,8312,background
28/07/2016 0:49,0.0,42.219.150.246,42.219.158.16,63941,631,TCP,....S.,0,0,1,44,scan44
28/07/2016 7:59,0.0,201.167.133.226,42.219.159.82,49154,12502,UDP,.A....,0,0,1,70,background
28/07/2016 0:10,0.0,42.219.154.69,42.219.150.241,80,8682,TCP,.A..S.,0,0,1,40,dos
